id,from_id,from_name,to_id,to_name,rel_type,rel_primary,is_kinship,is_patron,is_conflict,note,status
1337,P0231,阴兴,,光武帝,与帝,,0,0,0,顾命,草稿
1335,P0231,阴兴,,阴丽华,兄弟,,0,0,0,光武阴后,草稿
1336,P0231,阴兴,P0233,阴识,兄弟,,0,0,0,,草稿
1338,P0232,阴统,,阴识/阴兴,宗族,,0,0,0,外戚,草稿
1340,P0233,阴识,,光武帝,与帝,,0,0,0,国舅,草稿
1339,P0233,阴识,,阴丽华,兄弟,,0,0,0,光武阴后,草稿
1402,P0233,阴识,P0231,阴兴,兄弟,,0,0,0,对称边←阴兴-兄弟,草稿
1341,P0234,陈俊,,光武帝,与帝,,0,0,0,云台二十八将,草稿
1342,P0234,陈俊,,吴汉,同僚,,0,0,0,共击,草稿
1343,P0235,陈光,P0112,来历,同僚,,0,0,0,,草稿
1344,P0237,陈球,,宦官,政敌,,0,0,0,谋诛曹节死,草稿
1345,P0237,陈球,,灵帝,与帝,,0,0,0,,草稿
1348,P0239,陈祗,,刘禅,与帝,,0,0,0,甚见信任,草稿
1346,P0239,陈祗,P0171,董允,其他,,0,0,0,代允,草稿
1347,P0239,陈祗,,黄皓,同谋,,0,0,0,表里,草稿
1351,P0240,陈群,,曹丕,与帝,,0,0,0,九品制,草稿
1350,P0240,陈群,,曹操,府主,,0,0,0,,草稿
1349,P0240,陈群,,陈寔,祖,,0,0,0,太丘长,草稿
1356,P0242,霍光,,宣帝,与帝,,0,0,0,废立,草稿
1355,P0242,霍光,,昭帝,与帝,,0,0,0,,草稿
1353,P0242,霍光,,武帝,与帝,,0,0,0,受遗诏,草稿
1354,P0242,霍光,P0220,金日磾,同僚,,0,0,0,共辅政,草稿
1352,P0242,霍光,P0243,霍去病,兄弟,,0,0,0,,草稿
1406,P0242,霍光,P0246,霍禹,子,,0,0,0,对称边←霍禹-父,草稿
1357,P0243,霍去病,P0048,卫青,姻亲,,0,0,0,,草稿
1358,P0243,霍去病,,武帝,与帝,,0,0,0,冠军侯,草稿
1403,P0243,霍去病,P0242,霍光,兄弟,,0,0,0,对称边←霍光-兄弟,草稿
1404,P0243,霍去病,P0244,霍嬗,子,,0,0,0,对称边←霍嬗-父,草稿
1360,P0244,霍嬗,,武帝,与帝,,0,0,0,从封禅,草稿
1359,P0244,霍嬗,P0243,霍去病,父,,0,0,0,,草稿
1361,P0245,霍山,P0242,霍光,先祖,,0,0,0,,草稿
1362,P0245,霍山,P0246,霍禹,兄弟,,0,0,0,,草稿
1364,P0246,霍禹,,宣帝,与帝,,0,0,0,霍氏败,草稿
1363,P0246,霍禹,P0242,霍光,父,,0,0,0,,草稿
1405,P0246,霍禹,P0245,霍山,兄弟,,0,0,0,对称边←霍山-兄弟,草稿
1366,P0247,韩增,,宣帝,与帝,,0,0,0,定策功,草稿
1365,P0247,韩增,P0242,霍光,同僚,,0,0,0,定策,草稿
1367,P0248,韩嵩,,刘表,府主,,0,0,0,表使嵩诣许,草稿
1368,P0248,韩嵩,,曹操,与帝,,0,0,0,拜嵩侍中,草稿
1369,P0248,韩嵩,,袁绍,同僚,,0,0,0,表结绍时嵩谏,草稿
1370,P0249,韩说,,刘洪,同僚,,0,0,0,历算,草稿
1371,P0249,韩说,,蔡较,同僚,,0,0,0,,草稿
1374,P0252,马宇,,李傕,政敌,,0,0,0,,草稿
1373,P0252,马宇,P0159,种劭,同谋,,0,0,0,诛傕,草稿
1372,P0252,马宇,,马腾,同谋,,0,0,0,袭长安,草稿
1376,P0253,马康,,马光,父,,0,0,0,太仆,草稿
1375,P0253,马康,,马援,祖,,0,0,0,,草稿
1377,P0254,马武,,光武帝,与帝,,0,0,0,云台,草稿
1378,P0254,马武,,王常,同僚,,0,0,0,绿林旧部,草稿
1379,P0255,马良,,刘备,与帝,,0,0,0,侍中,草稿
1381,P0255,马良,,诸葛亮,同僚,,0,0,0,,草稿
1380,P0255,马良,,马谡,兄弟,,0,0,0,失街亭,草稿
1382,P0256,高堂隆,,明帝,与帝,,0,0,0,切谏宫室,草稿
1383,P0256,高堂隆,,杨阜,同僚,,0,0,0,并谏,草稿
1384,P0257,魏应,P0128,淳于恭,同僚,,0,0,0,白虎观奏之,草稿
1385,P0257,魏应,,诸儒,同僚,,0,0,0,白虎观,草稿
1387,P0258,鲍勋,,曹丕,与帝,,0,0,0,谏诤被诛,草稿
1386,P0258,鲍勋,,鲍信,父,,0,0,0,曹操旧将,草稿
1389,P0259,黄权,,刘备,府主,,0,0,0,先主,草稿
1388,P0259,黄权,,曹丕,与帝,,0,0,0,降魏后,草稿
